==============================================================================================================
 SIERRA CHART TRADE OPTIMIZATION PLATFORM — PROBLEMATIC TRADE SEQUENCES AUDIT
 Criteria: Trades with Quantity > 3 Contracts (Exceeding [-3, +3] Position Limit)
==============================================================================================================

PART 1: CURRENT CLEAN PRODUCTION DATABASE (processed_trades)
Total Problematic Trades Found: 238
--------------------------------------------------------------------------------------------------------------
#    | Account            | Symbol     | Entry Time (NY)     | Side  | Entry     | Exit      | Qty  | PnL ($)   
--------------------------------------------------------------------------------------------------------------
1    | TM_10              | CLJ25      | 2025-03-09T22:06:10 | SHORT | 66.90     | 66.90     | 6    | $0.00     
2170 | TM_10              | NQ         | 2024-05-30T19:59:28 | SHORT | 18603.25  | 18602.75  | 6    | $60.00    
2171 | TM_10              | NQ         | 2024-05-30T20:59:42 | LONG  | 18594.75  | 18594.00  | 6    | $-90.00   
2172 | TM_10              | NQ         | 2024-05-30T22:00:04 | LONG  | 18579.25  | 18578.50  | 6    | $-90.00   
2173 | TM_10              | NQ         | 2024-05-31T09:21:11 | LONG  | 18532.75  | 18532.50  | 5    | $-25.00   
2174 | TM_10              | NQ         | 2024-05-31T10:31:56 | LONG  | 18518.75  | 18518.00  | 5    | $-75.00   
2175 | TM_10              | NQ         | 2024-05-31T12:31:46 | SHORT | 18605.75  | 18607.25  | 6    | $-180.00  
2176 | TM_10              | NQ         | 2024-05-31T12:37:42 | SHORT | 18631.50  | 18633.75  | 6    | $-270.00  
2177 | TM_10              | NQ         | 2024-05-31T12:52:53 | SHORT | 18655.50  | 18655.00  | 4    | $40.00    
2178 | TM_10              | NQ         | 2024-05-31T13:01:00 | LONG  | 18653.75  | 18653.25  | 6    | $-60.00   
2179 | TM_10              | NQ         | 2024-05-31T13:33:26 | LONG  | 18592.75  | 18584.25  | 6    | $-1,020.00
2180 | TM_10              | NQ         | 2024-05-31T13:38:45 | LONG  | 18597.25  | 18597.00  | 6    | $-30.00   
2181 | TM_10              | NQ         | 2024-05-31T13:51:19 | LONG  | 18565.00  | 18565.50  | 6    | $60.00    
2182 | TM_10              | NQ         | 2024-05-31T13:54:57 | SHORT | 18544.75  | 18544.25  | 4    | $40.00    
2183 | TM_10              | NQ         | 2024-05-31T13:56:53 | SHORT | 18546.25  | 18547.25  | 6    | $-120.00  
2184 | TM_10              | NQ         | 2024-05-31T14:15:31 | LONG  | 18474.50  | 18475.50  | 6    | $120.00   
2185 | TM_10              | NQ         | 2024-05-31T14:20:10 | LONG  | 18469.25  | 18467.75  | 6    | $-180.00  
2186 | TM_10              | NQ         | 2024-05-31T14:27:37 | LONG  | 18439.00  | 18438.50  | 6    | $-60.00   
2187 | TM_10              | NQ         | 2024-05-31T14:35:20 | SHORT | 18371.00  | 18370.75  | 4    | $20.00    
2188 | TM_10              | NQ         | 2024-05-31T15:03:07 | LONG  | 18359.75  | 18359.50  | 6    | $-30.00   
2189 | TM_10              | NQ         | 2024-06-03T01:08:18 | LONG  | 18630.00  | 18629.25  | 6    | $-90.00   
2190 | TM_10              | NQ         | 2024-06-03T06:18:02 | LONG  | 18644.50  | 18643.25  | 6    | $-150.00  
2191 | TM_10              | NQ         | 2024-06-03T07:07:20 | LONG  | 18666.50  | 18665.75  | 6    | $-90.00   
2192 | TM_10              | NQ         | 2024-06-03T07:21:56 | LONG  | 18637.75  | 18636.75  | 6    | $-120.00  
2193 | TM_10              | NQ         | 2024-06-03T07:31:04 | LONG  | 18644.25  | 18643.75  | 6    | $-60.00   
2194 | TM_10              | NQ         | 2024-06-03T08:59:00 | SHORT | 18666.75  | 18667.25  | 6    | $-60.00   
2195 | TM_10              | NQ         | 2024-06-03T09:53:18 | LONG  | 18663.25  | 18663.00  | 6    | $-30.00   
2196 | TM_10              | NQ         | 2024-06-03T13:35:31 | LONG  | 18704.25  | 18703.25  | 6    | $-120.00  
2197 | TM_10              | NQ         | 2024-06-03T13:54:50 | SHORT | 18685.50  | 18685.25  | 4    | $20.00    
2198 | TM_10              | NQ         | 2024-06-03T14:18:45 | LONG  | 18690.50  | 18691.50  | 6    | $120.00   
2199 | TM_10              | NQ         | 2024-06-03T14:33:56 | LONG  | 18679.25  | 18678.50  | 6    | $-90.00   
2200 | TM_10              | NQ         | 2024-06-03T14:36:25 | LONG  | 18655.75  | 18654.00  | 6    | $-210.00  
2201 | TM_10              | NQ         | 2024-06-03T14:40:13 | LONG  | 18662.75  | 18662.00  | 6    | $-90.00   
2202 | TM_10              | NQ         | 2024-06-03T14:44:01 | LONG  | 18652.25  | 18652.00  | 6    | $-30.00   
2203 | TM_10              | NQ         | 2024-06-03T14:49:40 | SHORT | 18611.75  | 18611.75  | 6    | $0.00     
2204 | TM_10              | NQ         | 2024-06-03T15:03:16 | LONG  | 18583.50  | 18582.50  | 6    | $-120.00  
2205 | TM_10              | NQ         | 2024-06-03T15:05:44 | LONG  | 18566.00  | 18565.25  | 6    | $-90.00   
2206 | TM_10              | NQ         | 2024-06-03T15:48:17 | LONG  | 18605.25  | 18605.25  | 6    | $0.00     
2207 | TM_10              | NQ         | 2024-06-03T16:01:07 | SHORT | 18606.50  | 18606.25  | 4    | $20.00    
2208 | TM_10              | NQ         | 2024-06-03T16:16:40 | SHORT | 18530.50  | 18539.50  | 6    | $-1,080.00
2209 | TM_10              | NQ         | 2024-06-03T16:26:53 | LONG  | 18504.25  | 18505.25  | 6    | $120.00   
2210 | TM_10              | NQ         | 2024-06-03T17:50:31 | LONG  | 18562.00  | 18561.75  | 6    | $-30.00   
2211 | TM_10              | NQ         | 2024-06-03T17:52:38 | LONG  | 18564.25  | 18564.00  | 6    | $-30.00   
2212 | TM_10              | NQ         | 2024-06-03T18:09:41 | SHORT | 18562.00  | 18562.50  | 6    | $-60.00   
2213 | TM_10              | NQ         | 2024-06-03T19:24:44 | LONG  | 18587.25  | 18587.50  | 6    | $30.00    
2214 | TM_10              | NQ         | 2024-06-03T19:47:07 | SHORT | 18588.00  | 18588.75  | 6    | $-90.00   
2215 | TM_10              | NQ         | 2024-06-03T19:50:09 | SHORT | 18591.00  | 18592.00  | 6    | $-120.00  
2216 | TM_10              | NQ         | 2024-06-03T19:51:24 | LONG  | 18594.50  | 18595.25  | 6    | $90.00    
2217 | TM_10              | NQ         | 2024-06-03T19:55:05 | SHORT | 18612.75  | 18613.00  | 6    | $-30.00   
2218 | TM_10              | NQ         | 2024-06-03T19:59:04 | LONG  | 18631.25  | 18631.00  | 6    | $-30.00   
2219 | TM_10              | NQ         | 2024-06-04T00:10:50 | LONG  | 18661.25  | 18660.75  | 6    | $-60.00   
2220 | TM_10              | NQ         | 2024-06-04T02:55:51 | LONG  | 18655.00  | 18654.50  | 6    | $-60.00   
2221 | TM_10              | NQ         | 2024-06-04T03:25:40 | LONG  | 18647.75  | 18647.25  | 6    | $-60.00   
2222 | TM_10              | NQ         | 2024-06-04T03:32:04 | LONG  | 18650.75  | 18650.25  | 6    | $-60.00   
2223 | TM_10              | NQ         | 2024-06-04T06:55:52 | SHORT | 18595.25  | 18595.75  | 6    | $-60.00   
2224 | TM_10              | NQ         | 2024-06-04T07:04:07 | LONG  | 18594.50  | 18594.00  | 6    | $-60.00   
2225 | TM_10              | NQ         | 2024-06-04T07:34:39 | SHORT | 18605.25  | 18605.75  | 6    | $-60.00   
2226 | TM_10              | NQ         | 2024-06-04T08:39:27 | SHORT | 18571.25  | 18570.75  | 4    | $40.00    
2227 | TM_10              | NQ         | 2024-06-04T09:15:27 | SHORT | 18545.50  | 18545.25  | 4    | $20.00    
2228 | TM_10              | NQ         | 2024-06-04T09:22:14 | LONG  | 18541.25  | 18540.50  | 6    | $-90.00   
2229 | TM_10              | NQ         | 2024-06-04T09:40:22 | LONG  | 18549.00  | 18548.50  | 6    | $-60.00   
2230 | TM_10              | NQ         | 2024-06-04T10:06:11 | SHORT | 18538.50  | 18539.50  | 6    | $-120.00  
2231 | TM_10              | NQ         | 2024-06-04T10:30:05 | LONG  | 18542.00  | 18541.75  | 6    | $-30.00   
2232 | TM_10              | NQ         | 2024-06-04T11:49:03 | SHORT | 18582.00  | 18582.00  | 4    | $0.00     
2233 | TM_10              | NQ         | 2024-06-04T12:07:38 | LONG  | 18567.50  | 18564.75  | 6    | $-330.00  
2234 | TM_10              | NQ         | 2024-06-04T13:27:40 | LONG  | 18631.25  | 18630.50  | 6    | $-90.00   
2235 | TM_10              | NQ         | 2024-06-04T13:55:24 | LONG  | 18620.00  | 18619.25  | 6    | $-90.00   
2236 | TM_10              | NQ         | 2024-06-04T14:02:24 | SHORT | 18648.75  | 18648.75  | 4    | $0.00     
2237 | TM_10              | NQ         | 2024-06-04T14:08:11 | SHORT | 18607.75  | 18609.00  | 6    | $-150.00  
2238 | TM_10              | NQ         | 2024-06-04T14:45:47 | LONG  | 18646.75  | 18646.75  | 6    | $0.00     
2239 | TM_10              | NQ         | 2024-06-04T14:53:49 | LONG  | 18623.75  | 18622.75  | 6    | $-120.00  
2240 | TM_10              | NQ         | 2024-06-04T15:00:45 | LONG  | 18596.50  | 18597.25  | 6    | $90.00    
2241 | TM_10              | NQ         | 2024-06-04T15:01:04 | LONG  | 18607.00  | 18607.25  | 4    | $20.00    
2242 | TM_10              | NQ         | 2024-06-04T15:04:10 | SHORT | 18606.50  | 18606.50  | 6    | $0.00     
2243 | TM_10              | NQ         | 2024-06-04T15:43:43 | SHORT | 18591.00  | 18594.00  | 6    | $-360.00  
2244 | TM_10              | NQ         | 2024-06-04T16:13:12 | LONG  | 18583.00  | 18582.75  | 6    | $-30.00   
2245 | TM_10              | NQ         | 2024-06-04T16:24:14 | LONG  | 18587.25  | 18586.00  | 6    | $-150.00  
2246 | TM_10              | NQ         | 2024-06-04T16:36:47 | LONG  | 18605.75  | 18604.75  | 6    | $-120.00  
2247 | TM_10              | NQ         | 2024-06-04T17:37:34 | SHORT | 18617.50  | 18625.50  | 6    | $-960.00  
2248 | TM_10              | NQ         | 2024-06-04T18:31:26 | LONG  | 18718.25  | 18718.00  | 6    | $-30.00   
2249 | TM_10              | NQ         | 2024-06-04T18:42:40 | LONG  | 18730.50  | 18730.25  | 6    | $-30.00   
2250 | TM_10              | NQ         | 2024-06-04T18:49:05 | SHORT | 18738.00  | 18739.25  | 6    | $-150.00  
2251 | TM_10              | NQ         | 2024-06-04T19:02:27 | LONG  | 18667.25  | 18666.50  | 6    | $-90.00   
2252 | TM_10              | NQ         | 2024-06-04T19:07:29 | LONG  | 18635.00  | 18635.25  | 6    | $30.00    
2253 | TM_10              | NQ         | 2024-06-04T19:09:39 | SHORT | 18657.50  | 18657.75  | 6    | $-30.00   
2254 | TM_10              | NQ         | 2024-06-04T19:32:06 | SHORT | 18655.50  | 18655.50  | 6    | $0.00     
2255 | TM_10              | NQ         | 2024-06-04T19:54:29 | LONG  | 18705.00  | 18705.75  | 6    | $90.00    
2256 | TM_10              | NQ         | 2024-06-04T20:11:08 | SHORT | 18702.75  | 18703.25  | 6    | $-60.00   
2257 | TM_10              | NQ         | 2024-06-04T23:22:03 | SHORT | 18728.50  | 18729.25  | 6    | $-90.00   
2258 | TM_10              | NQ         | 2024-06-05T01:41:24 | LONG  | 18727.50  | 18727.00  | 6    | $-60.00   
2259 | TM_10              | NQ         | 2024-06-05T02:11:00 | SHORT | 18759.25  | 18759.50  | 6    | $-30.00   
2260 | TM_10              | NQ         | 2024-06-05T10:36:13 | LONG  | 18795.00  | 18794.50  | 6    | $-60.00   
2261 | TM_10              | NQ         | 2024-06-05T11:00:26 | LONG  | 18773.75  | 18773.25  | 6    | $-60.00   
2262 | TM_10              | NQ         | 2024-06-05T12:15:00 | LONG  | 18809.50  | 18809.50  | 6    | $0.00     
2263 | TM_10              | NQ         | 2024-06-05T13:37:09 | LONG  | 18824.50  | 18824.00  | 6    | $-60.00   
2264 | TM_10              | NQ         | 2024-06-05T13:45:00 | SHORT | 18841.00  | 18842.25  | 6    | $-150.00  
2265 | TM_10              | NQ         | 2024-06-05T13:55:50 | LONG  | 18857.25  | 18857.25  | 6    | $0.00     
2266 | TM_10              | NQ         | 2024-06-05T13:55:51 | LONG  | 18857.25  | 18857.25  | 6    | $0.00     
2267 | TM_10              | NQ         | 2024-06-05T14:01:50 | LONG  | 18850.00  | 18852.25  | 6    | $270.00   
2268 | TM_10              | NQ         | 2024-06-05T14:01:51 | LONG  | 18850.00  | 18852.25  | 6    | $270.00   
2269 | TM_10              | NQ         | 2024-06-05T14:02:32 | SHORT | 18852.75  | 18852.25  | 6    | $60.00    
2270 | TM_10              | NQ         | 2024-06-05T14:02:33 | SHORT | 18852.75  | 18852.25  | 6    | $60.00    
2271 | TM_10              | NQ         | 2024-06-05T14:10:55 | SHORT | 18831.25  | 18832.75  | 6    | $-180.00  
2272 | TM_10              | NQ         | 2024-06-05T14:10:56 | SHORT | 18831.25  | 18832.75  | 6    | $-180.00  
2273 | TM_10              | NQ         | 2024-06-05T14:12:50 | SHORT | 18831.75  | 18832.75  | 6    | $-120.00  
2274 | TM_10              | NQ         | 2024-06-05T14:12:51 | SHORT | 18831.75  | 18832.75  | 6    | $-120.00  
2275 | TM_10              | NQ         | 2024-06-05T17:03:16 | SHORT | 19010.50  | 19011.25  | 6    | $-90.00   
2276 | TM_10              | NQ         | 2024-06-05T17:42:46 | LONG  | 19011.00  | 19011.25  | 4    | $20.00    
2277 | TM_10              | NQ         | 2024-06-07T12:33:43 | LONG  | 19015.75  | 19013.25  | 6    | $-300.00  
2278 | TM_10              | NQ         | 2024-06-07T12:35:25 | LONG  | 19019.75  | 19018.50  | 6    | $-150.00  
2279 | TM_10              | NQ         | 2024-06-07T12:40:02 | SHORT | 19001.75  | 19002.00  | 6    | $-30.00   
2280 | TM_10              | NQ         | 2024-06-07T12:45:00 | SHORT | 18952.25  | 18950.75  | 6    | $180.00   
2281 | TM_10              | NQ         | 2024-06-07T13:00:22 | LONG  | 18977.75  | 18976.50  | 6    | $-150.00  
2282 | TM_10              | NQ         | 2024-06-07T13:00:46 | LONG  | 18985.75  | 18986.00  | 4    | $20.00    
2283 | TM_10              | NQ         | 2024-06-07T13:07:16 | SHORT | 19023.50  | 19023.50  | 6    | $0.00     
2284 | TM_10              | NQ         | 2024-06-07T13:29:30 | SHORT | 19039.75  | 19040.25  | 6    | $-60.00   
2285 | TM_10              | NQ         | 2024-06-07T13:30:07 | LONG  | 19033.25  | 19026.75  | 6    | $-780.00  
2286 | TM_10              | NQ         | 2024-06-07T13:39:32 | LONG  | 19005.50  | 19004.00  | 6    | $-180.00  
2287 | TM_10              | NQ         | 2024-06-07T13:55:20 | LONG  | 19038.50  | 19041.75  | 6    | $390.00   
2288 | TM_10              | NQ         | 2024-06-07T13:55:29 | LONG  | 19042.50  | 19033.00  | 6    | $-1,140.00
2289 | TM_10              | NQ         | 2024-06-07T14:10:39 | LONG  | 19032.50  | 19033.25  | 4    | $60.00    
2290 | TM_10              | NQ         | 2024-06-07T14:22:55 | LONG  | 19041.25  | 19041.50  | 4    | $20.00    
2291 | TM_10              | NQ         | 2024-06-07T14:33:45 | SHORT | 19036.25  | 19044.50  | 4    | $-660.00  
2292 | TM_10              | NQ         | 2024-06-07T14:39:20 | LONG  | 19072.50  | 19072.50  | 4    | $0.00     
2293 | TM_10              | NQ         | 2024-06-07T14:55:50 | LONG  | 19088.50  | 19088.00  | 4    | $-40.00   
2294 | TM_10              | NQ         | 2024-06-07T17:24:25 | SHORT | 19154.50  | 19154.25  | 6    | $30.00    
2295 | TM_10              | NQ         | 2024-06-07T18:03:33 | SHORT | 19079.50  | 19080.25  | 6    | $-90.00   
2296 | TM_10              | NQ         | 2024-06-07T18:04:20 | LONG  | 19070.50  | 19064.75  | 6    | $-690.00  
2297 | TM_10              | NQ         | 2024-06-07T18:30:35 | LONG  | 19048.75  | 19049.00  | 4    | $20.00    
2298 | TM_10              | NQ         | 2024-06-07T18:38:34 | SHORT | 19042.25  | 19050.25  | 6    | $-960.00  
2299 | TM_10              | NQ         | 2024-06-07T18:48:17 | SHORT | 19062.25  | 19063.25  | 6    | $-120.00  
2300 | TM_10              | NQ         | 2024-06-07T18:56:18 | SHORT | 19057.50  | 19058.25  | 6    | $-90.00   
2301 | TM_10              | NQ         | 2024-06-07T19:07:31 | LONG  | 19034.50  | 19034.25  | 6    | $-30.00   
2302 | TM_10              | NQ         | 2024-06-07T19:31:17 | LONG  | 19049.00  | 19049.25  | 4    | $20.00    
2303 | TM_10              | NQ         | 2024-06-07T19:36:07 | LONG  | 19044.50  | 19039.00  | 6    | $-660.00  
2304 | TM_10              | NQ         | 2024-06-07T19:40:51 | SHORT | 19047.75  | 19048.50  | 6    | $-90.00   
2305 | TM_10              | NQ         | 2024-06-07T19:40:53 | SHORT | 19047.75  | 19048.50  | 6    | $-90.00   
2306 | TM_10              | NQ         | 2024-06-07T19:50:21 | LONG  | 19037.00  | 19036.75  | 6    | $-30.00   
2307 | TM_10              | NQ         | 2024-06-07T20:01:45 | SHORT | 19035.00  | 19036.25  | 6    | $-150.00  
2308 | TM_10              | NQ         | 2024-06-07T20:01:47 | SHORT | 19035.00  | 19036.25  | 6    | $-150.00  
2309 | TM_10              | NQ         | 2024-06-09T22:36:35 | LONG  | 19036.50  | 19035.50  | 6    | $-120.00  
2310 | TM_10              | NQ         | 2024-06-10T07:32:41 | SHORT | 19014.25  | 19014.25  | 6    | $0.00     
2311 | TM_10              | NQ         | 2024-06-10T09:25:05 | LONG  | 18975.00  | 18974.75  | 6    | $-30.00   
2312 | TM_10              | NQ         | 2024-06-10T11:58:42 | LONG  | 19024.50  | 19023.50  | 6    | $-120.00  
2313 | TM_10              | NQ         | 2024-06-10T12:23:08 | SHORT | 19023.75  | 19028.25  | 6    | $-540.00  
2314 | TM_10              | NQ         | 2024-06-10T13:44:25 | LONG  | 19007.00  | 19006.00  | 6    | $-120.00  
2315 | TM_10              | NQ         | 2024-06-10T13:53:02 | SHORT | 18992.00  | 18993.75  | 6    | $-210.00  
2316 | TM_10              | NQ         | 2024-06-10T14:06:58 | SHORT | 18994.25  | 19003.50  | 6    | $-1,110.00
2317 | TM_10              | NQ         | 2024-06-10T14:12:51 | LONG  | 19002.75  | 19002.25  | 6    | $-60.00   
2318 | TM_10              | NQ         | 2024-06-10T14:13:56 | LONG  | 19009.50  | 19001.00  | 6    | $-1,020.00
2319 | TM_10              | NQ         | 2024-06-10T16:18:16 | SHORT | 19116.25  | 19116.50  | 6    | $-30.00   
2320 | TM_10              | NQ         | 2024-06-10T16:33:08 | LONG  | 19107.25  | 19107.50  | 4    | $20.00    
2321 | TM_10              | NQ         | 2024-06-23T23:43:06 | SHORT | 20012.00  | 20012.75  | 6    | $-90.00   
2322 | TM_10              | NQ         | 2024-07-07T22:01:42 | SHORT | 20596.00  | 20597.00  | 6    | $-120.00  
2323 | TM_10              | NQ         | 2024-07-10T13:35:45 | LONG  | 20735.00  | 20734.25  | 6    | $-90.00   
2324 | TM_10              | NQ         | 2024-07-10T13:36:00 | LONG  | 20738.00  | 20730.00  | 6    | $-960.00  
2325 | TM_10              | NQ         | 2024-07-10T13:50:45 | SHORT | 20764.75  | 20765.75  | 6    | $-120.00  
2326 | TM_10              | NQ         | 2024-07-10T15:01:13 | LONG  | 20717.00  | 20714.75  | 6    | $-270.00  
2327 | TM_10              | NQ         | 2024-07-21T22:00:46 | LONG  | 19729.25  | 19728.00  | 6    | $-150.00  
2328 | TM_10              | NQ         | 2024-07-21T22:12:17 | LONG  | 19747.00  | 19747.50  | 4    | $40.00    
2329 | TM_10              | NQ         | 2024-07-21T22:21:46 | SHORT | 19758.00  | 19761.50  | 6    | $-420.00  
2330 | TM_10              | NQ         | 2024-07-21T23:33:25 | LONG  | 19830.00  | 19821.50  | 6    | $-1,020.00
2331 | TM_10              | NQ         | 2024-07-28T22:00:06 | SHORT | 19184.50  | 19188.00  | 6    | $-420.00  
2332 | TM_10              | NQ         | 2024-07-28T22:01:29 | LONG  | 19214.50  | 19206.00  | 6    | $-1,020.00
2333 | TM_10              | NQ         | 2024-07-28T22:16:37 | SHORT | 19228.75  | 19229.50  | 6    | $-90.00   
2334 | TM_10              | NQ         | 2024-07-28T23:13:31 | LONG  | 19238.25  | 19237.50  | 4    | $-60.00   
2335 | TM_10              | NQ         | 2024-07-28T23:42:56 | LONG  | 19248.50  | 19248.00  | 4    | $-40.00   
2336 | TM_10              | NQ         | 2024-08-04T22:01:44 | LONG  | 18305.25  | 18302.75  | 6    | $-300.00  
2337 | TM_10              | NQ         | 2024-12-26T14:41:05 | SHORT | 21981.75  | 21985.25  | 6    | $-420.00  
2338 | TM_10              | NQ         | 2024-12-26T23:00:00 | SHORT | 21981.75  | 21986.50  | 6    | $-570.00  
2339 | TM_10              | NQ         | 2024-12-31T14:45:45 | SHORT | 21409.50  | 21411.00  | 6    | $-180.00  
2340 | TM_10              | NQ         | 2024-12-31T14:47:54 | LONG  | 21447.00  | 21445.75  | 6    | $-150.00  
2341 | TM_10              | NQ         | 2024-12-31T15:50:06 | LONG  | 21378.00  | 21378.25  | 6    | $30.00    
2342 | TM_10              | NQ         | 2024-12-31T18:50:05 | LONG  | 21255.00  | 21261.25  | 6    | $750.00   
2343 | TM_10              | NQ         | 2024-12-31T19:33:25 | SHORT | 21195.75  | 21196.00  | 6    | $-30.00   
2344 | TM_10              | NQ         | 2024-12-31T20:16:17 | LONG  | 21225.25  | 21224.50  | 6    | $-90.00   
2345 | TM_10              | NQ         | 2024-12-31T20:39:44 | SHORT | 21272.25  | 21273.25  | 6    | $-120.00  
2346 | TM_10              | NQ         | 2024-12-31T20:53:12 | LONG  | 21240.25  | 21240.25  | 6    | $0.00     
2347 | TM_10              | NQ         | 2025-06-06T12:53:51 | SHORT | 21761.25  | 21761.50  | 6    | $-30.00   
2348 | TM_10              | NQ         | 2025-06-06T12:58:53 | LONG  | 21761.25  | 21760.25  | 6    | $-120.00  
2349 | TM_10              | NQ         | 2025-06-06T14:52:13 | SHORT | 21830.75  | 21829.00  | 6    | $210.00   
2350 | TM_10              | NQ         | 2025-06-06T15:20:46 | SHORT | 21748.50  | 21751.75  | 6    | $-390.00  
2351 | TM_10              | NQ         | 2025-06-11T10:44:12 | LONG  | 21926.00  | 21923.75  | 6    | $-270.00  
2352 | TM_10              | NQ         | 2025-06-11T12:30:21 | SHORT | 22028.00  | 22039.25  | 6    | $-1,350.00
2353 | TM_10              | NQ         | 2025-06-11T12:30:31 | LONG  | 22054.50  | 22045.25  | 6    | $-1,110.00
2354 | TM_10              | NQ         | 2025-06-11T13:30:59 | SHORT | 22012.50  | 22015.25  | 6    | $-330.00  
2355 | TM_10              | NQ         | 2025-06-11T14:12:41 | SHORT | 22001.25  | 22003.25  | 6    | $-240.00  
2356 | TM_10              | NQ         | 2025-06-11T16:19:20 | SHORT | 21930.50  | 21933.50  | 6    | $-360.00  
2357 | TM_10              | NQ         | 2025-06-11T18:02:26 | LONG  | 21880.75  | 21880.50  | 6    | $-30.00   
2358 | TM_10              | NQ         | 2025-06-11T18:10:00 | SHORT | 21875.50  | 21879.50  | 6    | $-480.00  
2359 | TM_10              | NQ         | 2025-06-11T18:18:43 | SHORT | 21828.75  | 21820.00  | 6    | $1,050.00 
2360 | TM_10              | NQ         | 2025-06-11T18:56:08 | SHORT | 21861.75  | 21860.25  | 6    | $180.00   
2361 | TM_10              | NQ         | 2025-06-11T19:53:52 | SHORT | 21870.00  | 21871.50  | 6    | $-180.00  
2362 | TM_10              | NQ         | 2025-06-13T00:02:13 | LONG  | 21752.75  | 21742.75  | 6    | $-1,200.00
2363 | TM_10              | NQ         | 2025-06-13T00:06:33 | LONG  | 21692.50  | 21688.50  | 6    | $-480.00  
2364 | TM_10              | NQ         | 2025-06-13T00:11:45 | SHORT | 21653.50  | 21661.25  | 6    | $-930.00  
2365 | TM_10              | NQ         | 2025-06-13T00:16:54 | SHORT | 21670.50  | 21673.75  | 6    | $-390.00  
2366 | TM_10              | NQ         | 2025-06-13T00:32:59 | SHORT | 21560.00  | 21562.00  | 6    | $-240.00  
2367 | TM_10              | NQ         | 2025-06-13T01:42:36 | SHORT | 21554.75  | 21562.75  | 6    | $-960.00  
2368 | TM_10              | NQ         | 2025-06-13T07:15:39 | SHORT | 21623.25  | 21621.00  | 6    | $270.00   
2369 | TM_10              | NQ         | 2025-06-13T09:29:22 | LONG  | 21630.00  | 21630.50  | 6    | $60.00    
2370 | TM_10              | NQ         | 2025-06-13T13:35:26 | LONG  | 21763.75  | 21761.00  | 6    | $-330.00  
2371 | TM_10              | NQ         | 2025-06-13T15:15:44 | SHORT | 21764.50  | 21768.00  | 6    | $-420.00  
2372 | TM_10              | NQ         | 2025-06-13T17:21:03 | SHORT | 21809.50  | 21802.75  | 6    | $810.00   
2373 | TM_10              | NQ         | 2025-06-13T19:50:01 | SHORT | 21644.50  | 21645.00  | 6    | $-60.00   
2374 | TM_10              | NQ         | 2025-06-13T19:50:02 | SHORT | 21644.50  | 21645.00  | 6    | $-60.00   
2375 | TM_10              | NQ         | 2025-06-22T22:01:11 | SHORT | 21690.00  | 21694.25  | 6    | $-510.00  
2376 | TM_10              | NQ         | 2025-06-22T22:01:44 | LONG  | 21700.00  | 21694.75  | 6    | $-630.00  
2377 | TM_10              | NQ         | 2025-06-22T22:03:40 | LONG  | 21702.75  | 21701.25  | 6    | $-180.00  
2378 | TM_10              | NQ         | 2025-06-29T22:00:00 | SHORT | 22760.00  | 22762.75  | 6    | $-330.00  
2379 | TM_10              | NQ         | 2025-07-02T12:15:14 | LONG  | 22653.75  | 22647.50  | 6    | $-750.00  
2380 | TM_10              | NQ         | 2025-07-02T13:31:28 | LONG  | 22670.50  | 22669.50  | 6    | $-120.00  
2381 | TM_10              | NQ         | 2025-07-02T15:21:46 | LONG  | 22825.25  | 22825.50  | 6    | $30.00    
2382 | TM_10              | NQ         | 2025-07-02T15:45:36 | LONG  | 22814.00  | 22814.25  | 6    | $30.00    
2383 | TM_10              | NQ         | 2025-07-04T13:58:46 | LONG  | 22916.75  | 22916.00  | 6    | $-90.00   
2384 | TM_10              | NQ         | 2025-07-07T16:21:31 | SHORT | 22855.50  | 22859.50  | 6    | $-480.00  
2385 | TM_10              | NQ         | 2025-07-13T22:03:06 | LONG  | 22836.50  | 22838.50  | 6    | $240.00   
2386 | TM_10              | NQ         | 2025-07-13T22:04:33 | SHORT | 22842.00  | 22839.75  | 6    | $270.00   
2387 | TM_9               | NQ         | 2024-03-18T13:41:31 | SHORT | 18345.50  | 18345.00  | 6    | $60.00    
2388 | TM_9               | NQ         | 2024-03-18T14:03:56 | LONG  | 18310.75  | 18309.75  | 6    | $-120.00  
2389 | TM_9               | NQ         | 2024-03-18T15:38:32 | LONG  | 18309.00  | 18308.50  | 6    | $-60.00   
2390 | TM_9               | NQ         | 2024-03-18T18:40:49 | SHORT | 18287.25  | 18287.75  | 6    | $-60.00   
2391 | TM_9               | NQ         | 2024-03-18T19:42:52 | LONG  | 18266.75  | 18266.25  | 6    | $-60.00   
2392 | TM_9               | NQ         | 2024-03-18T20:08:06 | LONG  | 18234.00  | 18233.75  | 6    | $-30.00   
2393 | TM_9               | NQ         | 2024-03-18T22:00:18 | LONG  | 18220.25  | 18218.25  | 6    | $-240.00  
2394 | TM_9               | NQ         | 2024-03-19T11:03:46 | LONG  | 18147.50  | 18147.50  | 6    | $0.00     
2395 | TM_9               | NQ         | 2024-03-19T12:08:57 | SHORT | 18104.50  | 18104.25  | 4    | $20.00    
2396 | TM_9               | NQ         | 2024-03-19T12:57:39 | SHORT | 18132.25  | 18132.25  | 6    | $0.00     
2397 | TM_9               | NQ         | 2024-03-19T13:51:26 | SHORT | 18085.00  | 18085.00  | 6    | $0.00     
